source_file,row_count,success_count,failure_count,backends,models,optimizations,workloads,avg_end_to_end_latency_ms,p50_end_to_end_latency_ms,p95_end_to_end_latency_ms,p99_end_to_end_latency_ms,avg_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,avg_tpot_ms,p50_tpot_ms,p95_tpot_ms,p99_tpot_ms,avg_throughput_tokens_per_second,total_estimated_cost_usd,p90_end_to_end_latency_ms,p90_ttft_ms,p90_tpot_ms,p50_throughput_tokens_per_second,p90_throughput_tokens_per_second,p95_throughput_tokens_per_second,p99_throughput_tokens_per_second
results/raw/vllm_short_chat_1000_conc1_chunked_results.csv,1000,1000,0,vllm,Qwen/Qwen2.5-0.5B-Instruct,vllm_baseline,short_chat,165.8048845976591,211.98111400008202,216.04148633778095,225.11265084147453,11.772505693137646,11.364918202161789,13.624634593725203,17.541630715131745,2.5268091472443976,2.542810451311806,2.6629111574341855,2.7237423180945606,523.0767894678625,0.0,213.9866665005684,12.83687949180603,2.646003369438021,463.3936810112771,807.0558200664294,823.9368897933037,839.3094904768233
results/raw/vllm_short_chat_1000_conc4_chunked_results.csv,1000,1000,0,vllm,Qwen/Qwen2.5-0.5B-Instruct,vllm_baseline,short_chat,187.64496820420027,237.620759755373,244.07389014959335,250.52422918379307,14.546394258737564,13.763446360826492,20.009133592247956,22.25870385766029,2.8214350279857205,2.811918750076609,3.0705109902032435,3.1133324176900916,459.55593675387416,0.0,241.1350704729557,16.770804673433304,2.9907449148595333,416.3277475683702,679.0924524003693,698.8671051339768,735.3847047112005
results/raw/vllm_short_chat_1000_conc8_chunked_results.csv,1000,1000,0,vllm,Qwen/Qwen2.5-0.5B-Instruct,vllm_baseline,short_chat,196.8637891486287,245.80271169543266,260.49131937325,275.39668895304203,19.000871926546097,16.608763486146927,28.437136858701702,44.10211466252804,2.9161272451532563,2.9179115482355806,3.1396653326983386,3.251219507123173,430.3872273108208,0.0,257.1545496582985,26.275039464235306,3.0884485952556133,396.70685044618233,616.2352637094724,642.764317204499,679.5684830518792
results/raw/vllm_short_chat_1000_conc16_chunked_results.csv,1000,1000,0,vllm,Qwen/Qwen2.5-0.5B-Instruct,vllm_baseline,short_chat,214.77204898744822,261.4944167435169,282.9607166349888,294.2275157570839,32.03798285871744,30.541948974132538,45.41655704379082,53.96036930382252,3.014323105370963,2.988837185954006,3.351359571226769,3.5292919549263186,379.9147114804403,0.0,279.49727177619934,42.24977269768715,3.2338109413782754,364.98911837366643,459.29269240294917,513.8557480659216,579.7602594026496
results/raw/vllm_short_chat_1000_conc32_chunked_results.csv,1000,1000,0,vllm,Qwen/Qwen2.5-0.5B-Instruct,vllm_baseline,short_chat,268.12639693915844,313.7326091527939,355.6477017700672,385.6035888195037,71.35488940775394,63.275910913944244,108.79213251173492,182.69914627075192,3.350498575680027,3.2285715808116255,4.417325069920884,4.916815338656305,287.2277608438981,0.0,340.96086472272873,97.99963682889938,4.018681320465273,293.5197654184445,320.03327065031596,328.0532330902463,341.8600294119186
results/raw/vllm_code_helpdesk_1000_conc1_chunked_results.csv,1000,1000,0,vllm,Qwen/Qwen2.5-0.5B-Instruct,vllm_baseline,code_helpdesk,215.28283715993166,213.62898126244545,224.10525679588318,231.84007585048676,12.999758496880531,12.392818927764893,14.860810711979864,18.26451793313026,2.7143486052166237,2.6879016558329267,2.9567076197636672,3.0427763950737083,465.3378446836128,0.0,219.92133408784866,13.887784630060196,2.9141909726288007,464.32840118863874,491.842895490284,493.393139286229,506.2853072576542
results/raw/vllm_code_helpdesk_1000_conc4_chunked_results.csv,1000,1000,0,vllm,Qwen/Qwen2.5-0.5B-Instruct,vllm_baseline,code_helpdesk,243.81224419176579,243.35523694753647,246.0799340158701,251.42078541219234,19.839292250573635,19.348304718732834,21.925536915659904,24.895043596625307,3.0065185544664916,2.9829662541548414,3.376711741315596,3.451749782149608,410.8992296859014,0.0,245.32570838928223,21.26438468694687,3.235498070716858,411.2579770472071,432.4522699298864,440.12399448549655,460.85644551841784
results/raw/vllm_code_helpdesk_1000_conc8_chunked_results.csv,1000,1000,0,vllm,Qwen/Qwen2.5-0.5B-Instruct,vllm_baseline,code_helpdesk,255.22989405691624,255.0567127764225,260.4143936187029,267.26846277713776,24.002287842333317,23.472342640161514,28.29054966568947,36.55976481735706,3.108869592925449,3.088630636533101,3.4154928979464683,3.5687765261301627,392.21457200206584,0.0,259.0088486671448,27.179347723722458,3.3451651209506434,392.2228313909411,416.7050407200849,426.4394872215839,441.0020207178843
results/raw/vllm_code_helpdesk_1000_conc16_chunked_results.csv,1000,1000,0,vllm,Qwen/Qwen2.5-0.5B-Instruct,vllm_baseline,code_helpdesk,273.38665526360273,272.0651477575302,282.0257492363453,337.31211096048355,35.52239045500755,34.63258221745491,41.72203093767166,91.67390003800392,3.2063571368562283,3.1834327791993684,3.471806033721665,3.987011428674062,365.7086449883315,0.0,277.76748538017273,39.46099281311035,3.433365501293731,365.060743433409,387.7023147987697,395.8547229698203,423.1007812913782
results/raw/vllm_code_helpdesk_1000_conc32_chunked_results.csv,1000,1000,0,vllm,Qwen/Qwen2.5-0.5B-Instruct,vllm_baseline,code_helpdesk,326.3649621754885,323.64263758063316,375.10287016630167,393.44188265502453,61.909165896475315,58.13198536634445,110.66465191543101,127.04148158431053,3.5505858088472957,3.5115042328834534,4.103885820278754,4.276359815191436,308.80987827670526,0.0,346.99458479881287,72.43571132421494,3.8832029296256207,308.0610217020707,332.77576748420773,340.9963363619381,424.824077339466
